,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Way,Spend
7562,0,0,5,1,23.0,0,90.0,4.0,0.0,7.0,588.0,01,689.0
7563,1,1,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7564,1,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7565,2,0,3,0,28.0,0,49.0,0.0,0.0,2.0,1136.0,20,1187.0
7566,1,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7567,1,0,1,2,24.0,0,0.0,809.0,0.0,4928.0,143.0,12,5880.0
7569,0,1,6,2,21.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7570,0,1,5,0,2.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7573,1,0,3,0,36.0,0,0.0,4260.0,0.0,0.0,1678.0,10,5938.0
7576,1,0,2,2,37.0,0,79.0,218.0,0.0,442.0,659.0,12,1398.0
7577,1,0,2,2,26.0,0,0.0,13.0,0.0,3803.0,3557.0,12,7373.0
7578,0,1,6,2,45.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7579,0,0,5,2,44.0,0,0.0,903.0,0.0,0.0,0.0,02,903.0
7580,2,1,5,2,24.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7582,0,0,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7583,0,0,5,2,24.0,0,381.0,925.0,342.0,0.0,642.0,02,2290.0
7584,0,0,5,0,27.0,0,3.0,13.0,0.0,0.0,788.0,00,804.0
7585,0,0,4,2,39.0,0,44.0,1620.0,0.0,6.0,0.0,02,1670.0
7586,0,1,6,2,23.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7587,0,0,6,0,4.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7588,0,1,6,2,0.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7589,2,1,5,2,22.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7590,2,0,3,2,27.0,0,831.0,0.0,0.0,867.0,20.0,22,1718.0
7591,1,1,2,2,22.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7592,1,1,2,0,26.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7593,1,0,2,2,60.0,0,0.0,5998.0,0.0,4794.0,8.0,12,10800.0
7594,0,0,6,2,18.0,0,0.0,297.0,0.0,588.0,23.0,02,908.0
7595,0,1,6,0,20.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7596,0,0,4,2,25.0,0,11.0,780.0,0.0,0.0,0.0,02,791.0
7597,0,1,6,1,24.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7598,0,1,6,2,38.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7599,0,0,5,2,18.0,0,0.0,17.0,5.0,0.0,712.0,02,734.0
7600,1,1,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7601,1,0,1,2,13.0,0,0.0,3680.0,0.0,1529.0,3854.0,12,9063.0
7602,1,0,1,2,28.0,0,0.0,3317.0,77.0,0.0,130.0,12,3524.0
7603,1,0,1,2,5.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7604,0,0,6,2,20.0,0,0.0,142.0,0.0,3528.0,92.0,02,3762.0
7606,0,0,6,2,42.0,0,18.0,5.0,470.0,356.0,57.0,02,906.0
7607,0,0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7608,0,0,6,2,18.0,0,0.0,508.0,0.0,44.0,257.0,02,809.0
7609,0,1,6,1,26.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7611,2,1,4,1,49.0,0,0.0,0.0,0.0,0.0,0.0,21,0.0
7612,2,0,4,2,19.0,0,691.0,0.0,10.0,561.0,25.0,22,1287.0
7613,0,1,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7614,0,1,6,2,15.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7615,0,0,6,1,53.0,0,90.0,29.0,102.0,244.0,56.0,01,521.0
7616,0,0,6,2,0.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7617,0,0,5,0,39.0,0,1663.0,0.0,262.0,229.0,0.0,00,2154.0
7618,0,0,6,2,45.0,0,0.0,0.0,2778.0,1910.0,0.0,02,4688.0
7619,0,1,6,2,10.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7620,0,0,6,0,1.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7621,0,0,6,2,9.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7622,2,0,5,2,40.0,0,953.0,0.0,356.0,0.0,0.0,22,1309.0
7624,0,0,5,2,18.0,0,1157.0,28.0,50.0,0.0,0.0,02,1235.0
7625,1,0,4,2,47.0,0,0.0,314.0,0.0,889.0,1090.0,12,2293.0
7626,0,0,6,2,31.0,0,0.0,918.0,0.0,0.0,900.0,02,1818.0
7628,0,1,6,1,23.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7630,0,0,5,2,32.0,0,293.0,889.0,1.0,1.0,200.0,02,1384.0
7631,0,0,5,2,21.0,0,644.0,0.0,0.0,0.0,2.0,02,646.0
7633,0,0,6,2,22.0,0,753.0,0.0,0.0,0.0,0.0,02,753.0
7635,0,1,6,1,28.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7636,0,1,6,2,38.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7637,0,0,5,2,46.0,0,0.0,0.0,594.0,154.0,0.0,02,748.0
7638,1,0,2,2,44.0,0,0.0,3771.0,0.0,521.0,4.0,12,4296.0
7639,1,1,2,2,38.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7640,1,0,0,0,28.0,0,5.0,8252.0,0.0,181.0,3027.0,10,11465.0
7642,0,1,6,2,18.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7643,0,0,5,1,18.0,0,0.0,220.0,4.0,0.0,532.0,01,756.0
7644,0,0,6,0,4.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7645,0,1,6,1,0.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7647,0,1,6,1,23.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7648,1,0,2,2,35.0,0,0.0,747.0,0.0,0.0,2478.0,12,3225.0
7649,1,1,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7650,0,0,6,1,18.0,0,0.0,0.0,19.0,751.0,4.0,01,774.0
7651,0,0,5,2,18.0,0,539.0,2.0,3.0,900.0,0.0,02,1444.0
7652,0,0,5,2,18.0,0,0.0,0.0,662.0,30.0,0.0,02,692.0
7653,0,0,5,0,49.0,0,598.0,0.0,0.0,118.0,0.0,00,716.0
7654,0,0,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7655,0,1,6,1,22.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7657,1,0,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7659,1,0,2,2,39.0,0,19.0,3603.0,0.0,421.0,517.0,12,4560.0
7660,1,0,2,0,36.0,0,0.0,8151.0,5.0,0.0,8182.0,10,16338.0
7661,1,1,2,2,53.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7663,1,1,2,2,24.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7664,1,0,4,2,25.0,0,0.0,1003.0,1629.0,73.0,748.0,12,3453.0
7665,1,0,4,2,30.0,0,209.0,157.0,2566.0,171.0,472.0,12,3575.0
7667,2,1,5,2,40.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7668,0,1,6,1,18.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7669,0,0,6,2,57.0,0,6.0,510.0,372.0,0.0,0.0,02,888.0
7670,2,0,3,2,47.0,0,1282.0,0.0,5.0,495.0,0.0,22,1782.0
7672,0,0,5,1,29.0,0,487.0,0.0,60.0,12.0,0.0,01,559.0
7673,0,0,6,2,32.0,0,0.0,2.0,1.0,0.0,881.0,02,884.0
7674,1,1,3,2,30.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7675,0,0,6,2,18.0,0,22.0,0.0,681.0,0.0,1.0,02,704.0
7676,0,0,5,2,49.0,0,0.0,4.0,50.0,0.0,746.0,02,800.0
7677,1,1,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7679,1,0,0,2,29.0,0,0.0,5157.0,1.0,136.0,32.0,12,5326.0
7680,2,1,5,2,34.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7681,2,0,3,2,43.0,0,1054.0,109.0,576.0,645.0,0.0,22,2384.0
7682,2,0,5,2,18.0,0,32.0,1255.0,1.0,0.0,0.0,22,1288.0
7683,0,1,6,2,31.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7685,2,1,5,2,3.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7686,2,1,5,2,37.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7687,2,1,5,2,1.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7688,0,0,4,2,27.0,0,14.0,1186.0,460.0,12.0,9.0,02,1681.0
7689,0,1,6,2,15.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7690,0,0,6,2,33.0,0,201.0,819.0,0.0,0.0,0.0,02,1020.0
7691,0,0,6,2,65.0,0,0.0,0.0,113.0,208.0,587.0,02,908.0
7692,0,0,5,2,19.0,0,5.0,666.0,0.0,123.0,440.0,02,1234.0
7693,0,0,5,2,30.0,0,0.0,0.0,779.0,0.0,18.0,02,797.0
7694,0,0,5,2,37.0,0,72.0,0.0,18.0,0.0,809.0,02,899.0
7695,0,0,5,2,15.0,0,0.0,21.0,22.0,1149.0,249.0,02,1441.0
7696,0,0,5,2,19.0,0,511.0,0.0,0.0,267.0,0.0,02,778.0
7697,0,0,5,2,20.0,0,749.0,16.0,0.0,0.0,29.0,02,794.0
7698,0,1,6,0,19.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7699,0,0,5,0,21.0,0,499.0,0.0,193.0,1.0,1.0,00,694.0
7700,0,0,6,2,20.0,0,2.0,2.0,876.0,8.0,0.0,02,888.0
7701,0,0,6,2,18.0,0,0.0,44.0,0.0,795.0,69.0,02,908.0
7702,0,0,6,2,27.0,0,1007.0,0.0,0.0,9.0,0.0,02,1016.0
7703,1,0,3,2,23.0,0,0.0,2984.0,23.0,686.0,173.0,12,3866.0
7704,0,1,6,2,25.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7705,0,0,6,1,72.0,0,309.0,0.0,0.0,0.0,463.0,01,772.0
7709,0,1,6,2,7.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7711,0,0,6,2,28.0,0,0.0,1.0,12.0,875.0,0.0,02,888.0
7712,2,0,4,2,41.0,0,396.0,0.0,653.0,0.0,0.0,22,1049.0
7715,0,0,6,0,8.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7716,0,1,6,0,4.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7717,0,1,6,1,38.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7718,2,0,5,2,21.0,0,32.0,0.0,1008.0,0.0,0.0,22,1040.0
7719,0,1,6,2,18.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7720,0,1,6,2,10.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7721,2,0,4,2,29.0,0,304.0,0.0,48.0,946.0,0.0,22,1298.0
7722,2,1,5,2,25.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7723,1,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7724,1,0,1,2,19.0,0,0.0,3.0,0.0,918.0,2346.0,12,3267.0
7725,2,0,5,2,38.0,0,86.0,1144.0,783.0,0.0,0.0,22,2013.0
7726,0,0,5,2,19.0,0,29.0,2633.0,0.0,0.0,124.0,02,2786.0
7727,2,0,5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7728,2,1,5,2,4.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7730,0,0,6,2,46.0,0,0.0,0.0,0.0,369.0,515.0,02,884.0
7731,2,1,5,2,32.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7733,1,1,2,2,23.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7734,0,1,6,0,32.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7736,0,0,5,2,34.0,0,0.0,0.0,880.0,22.0,0.0,02,902.0
7738,0,0,6,2,61.0,0,67.0,0.0,654.0,0.0,86.0,02,807.0
7739,2,0,4,2,21.0,0,1242.0,0.0,654.0,0.0,0.0,22,1896.0
7741,2,0,5,2,15.0,0,1150.0,0.0,175.0,1.0,11.0,22,1337.0
7742,0,1,6,2,14.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7743,0,1,6,2,18.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7744,1,1,2,2,39.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7745,2,1,4,2,62.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7746,2,0,5,2,40.0,0,1309.0,0.0,0.0,0.0,0.0,22,1309.0
7748,2,1,5,2,12.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7750,1,0,2,2,28.0,0,1722.0,5063.0,0.0,87.0,920.0,12,7792.0
7751,0,0,6,2,0.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7752,0,0,5,2,17.0,0,4.0,0.0,867.0,0.0,0.0,02,871.0
7753,2,0,5,0,23.0,0,218.0,0.0,2267.0,497.0,0.0,20,2982.0
7754,0,0,6,2,6.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7755,0,1,6,1,29.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7757,1,0,0,0,27.0,1,0.0,1337.0,1929.0,0.0,0.0,10,3266.0
7758,1,1,0,2,34.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7759,1,1,4,0,36.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7760,0,0,6,2,30.0,0,467.0,0.0,0.0,0.0,287.0,02,754.0
7761,1,0,3,2,30.0,0,0.0,640.0,0.0,31.0,6201.0,12,6872.0
7763,0,0,5,2,21.0,0,380.0,177.0,161.0,0.0,85.0,02,803.0
7764,0,0,5,0,21.0,0,532.0,4.0,37.0,1.0,0.0,00,574.0
7765,0,0,5,0,18.0,0,2.0,83.0,576.0,37.0,0.0,00,698.0
7766,2,1,5,2,11.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7767,2,0,5,2,65.0,0,1399.0,0.0,0.0,0.0,0.0,22,1399.0
7768,2,0,5,0,25.0,0,149.0,0.0,194.0,731.0,0.0,20,1074.0
7769,2,1,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
7771,0,1,6,1,19.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7772,0,0,5,2,23.0,0,0.0,0.0,0.0,0.0,693.0,02,693.0
7775,0,0,4,1,55.0,0,0.0,465.0,277.0,48.0,0.0,01,790.0
7776,0,1,6,1,24.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7778,0,1,6,2,18.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7779,0,1,6,2,22.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7780,0,0,5,2,39.0,0,799.0,0.0,0.0,4.0,0.0,02,803.0
7781,0,1,6,1,19.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7782,1,0,2,0,33.0,0,988.0,0.0,0.0,2274.0,3098.0,10,6360.0
7783,0,1,6,1,14.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7784,2,0,4,2,30.0,0,697.0,0.0,602.0,0.0,0.0,22,1299.0
7785,2,1,4,2,30.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7786,2,1,5,2,21.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7787,2,0,5,2,45.0,0,506.0,0.0,2.0,829.0,0.0,22,1337.0
7791,0,0,5,2,37.0,0,477.0,0.0,167.0,0.0,46.0,02,690.0
7793,1,1,4,2,33.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7794,1,0,4,0,37.0,0,0.0,2215.0,2.0,1294.0,274.0,10,3785.0
7795,0,0,5,2,27.0,0,1403.0,169.0,1081.0,0.0,0.0,02,2653.0
7797,2,0,3,2,38.0,0,30.0,434.0,117.0,372.0,0.0,22,953.0
7798,2,1,3,2,16.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7799,0,0,5,1,18.0,0,0.0,0.0,1792.0,16.0,248.0,01,2056.0
7802,1,1,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7803,1,1,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7804,0,1,6,1,19.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7805,1,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7807,0,0,5,2,19.0,0,49.0,680.0,0.0,0.0,46.0,02,775.0
7808,1,0,0,0,25.0,0,0.0,1673.0,0.0,642.0,612.0,10,2927.0
7809,1,0,0,2,26.0,0,0.0,690.0,1.0,1030.0,2273.0,12,3994.0
7810,0,1,6,0,25.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7811,0,0,6,2,2.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7813,0,1,6,2,2.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7816,0,1,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7817,0,0,5,0,49.0,0,336.0,64.0,377.0,0.0,0.0,00,777.0
7818,2,1,5,2,61.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7819,2,0,4,2,57.0,1,435.0,22.0,1435.0,4.0,0.0,22,1896.0
7820,0,0,5,0,52.0,0,0.0,0.0,638.0,115.0,0.0,00,753.0
7821,0,0,5,2,22.0,0,1.0,2.0,243.0,0.0,484.0,02,730.0
7823,2,1,5,2,28.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7824,2,0,4,2,40.0,0,963.0,14.0,320.0,1.0,0.0,22,1298.0
7825,0,0,5,2,13.0,0,0.0,0.0,505.0,2810.0,9.0,02,3324.0
7826,0,0,5,2,24.0,0,462.0,0.0,0.0,0.0,240.0,02,702.0
7827,0,1,6,1,25.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7828,0,0,4,2,25.0,0,0.0,0.0,0.0,788.0,3.0,02,791.0
7829,1,0,2,2,43.0,0,0.0,7269.0,0.0,2750.0,2367.0,12,12386.0
7830,0,1,6,2,46.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7831,0,1,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7832,0,0,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7833,0,1,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7835,0,0,6,2,57.0,0,0.0,839.0,1.0,0.0,2.0,02,842.0
7836,0,0,6,2,11.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7837,0,0,5,2,20.0,0,0.0,0.0,0.0,1535.0,0.0,02,1535.0
7838,0,0,6,0,27.0,0,0.0,1283.0,0.0,2256.0,0.0,00,3539.0
7840,0,1,6,1,14.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7841,0,0,5,1,24.0,0,86.0,669.0,1.0,0.0,0.0,01,756.0
7842,0,0,5,2,21.0,0,163.0,146.0,54.0,245.0,95.0,02,703.0
7843,1,0,1,0,33.0,1,9.0,1365.0,0.0,5577.0,1483.0,10,8434.0
7844,1,0,3,2,32.0,0,0.0,13.0,0.0,2148.0,319.0,12,2480.0
7845,0,0,6,1,22.0,0,2.0,104.0,404.0,0.0,0.0,01,510.0
7846,1,1,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7848,1,1,2,0,31.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7849,1,1,2,0,35.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7851,0,1,6,2,15.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7852,0,0,6,2,37.0,0,0.0,0.0,1025.0,0.0,0.0,02,1025.0
7854,0,0,5,2,34.0,0,44.0,1290.0,51.0,0.0,9.0,02,1394.0
7855,0,1,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7856,0,0,5,2,52.0,0,289.0,302.0,0.0,112.0,0.0,02,703.0
7857,0,0,5,2,15.0,0,0.0,3137.0,0.0,0.0,0.0,02,3137.0
7858,0,0,6,2,24.0,0,0.0,171.0,591.0,22.0,0.0,02,784.0
7859,0,0,4,2,45.0,0,0.0,0.0,635.0,2.0,0.0,02,637.0
7860,1,1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7861,1,0,1,2,18.0,0,0.0,0.0,0.0,206.0,2684.0,12,2890.0
7862,0,0,5,2,19.0,0,0.0,168.0,481.0,0.0,0.0,02,649.0
7863,0,1,6,2,20.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7864,0,0,4,2,20.0,0,4210.0,4.0,0.0,58.0,0.0,02,4272.0
7865,0,0,5,2,27.0,0,1.0,30.0,739.0,0.0,33.0,02,803.0
7866,0,0,5,2,22.0,0,0.0,0.0,6.0,0.0,733.0,02,739.0
7867,0,1,6,1,17.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7868,0,1,6,0,23.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7869,0,0,5,2,29.0,0,324.0,0.0,546.0,0.0,0.0,02,870.0
7870,1,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7872,0,1,6,2,36.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7873,0,0,5,2,25.0,0,341.0,608.0,2.0,2.0,16.0,02,969.0
7875,2,0,5,2,32.0,0,725.0,0.0,1641.0,0.0,0.0,22,2366.0
7876,0,1,6,0,16.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7877,2,0,4,2,32.0,0,857.0,158.0,0.0,33.0,0.0,22,1048.0
7878,0,0,5,2,48.0,0,0.0,1570.0,1.0,0.0,2.0,02,1573.0
7879,0,0,5,2,25.0,0,1.0,0.0,1.0,14.0,1491.0,02,1507.0
7881,1,0,2,0,32.0,0,0.0,2154.0,0.0,9655.0,859.0,10,12668.0
7882,1,0,2,2,50.0,0,0.0,3070.0,0.0,44.0,562.0,12,3676.0
7883,2,0,5,0,31.0,0,1997.0,0.0,0.0,0.0,0.0,20,1997.0
7884,2,1,5,2,27.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7885,1,0,2,0,52.0,1,0.0,831.0,1536.0,0.0,7953.0,10,10320.0
7886,1,1,2,2,34.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7887,1,1,2,0,40.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7888,1,0,2,2,36.0,0,0.0,1055.0,18.0,1669.0,49.0,12,2791.0
7889,0,0,6,2,19.0,0,112.0,0.0,265.0,396.0,0.0,02,773.0
7890,1,1,2,0,33.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7892,1,0,2,0,57.0,0,0.0,4301.0,31.0,665.0,6329.0,10,11326.0
7893,1,1,2,0,24.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7894,1,1,2,0,19.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7895,1,1,2,2,54.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7896,1,0,2,2,28.0,0,1004.0,2423.0,0.0,0.0,17.0,12,3444.0
7897,1,0,2,2,26.0,1,1.0,5610.0,0.0,5.0,119.0,12,5735.0
7898,0,1,6,1,43.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7899,0,0,5,2,39.0,0,0.0,21.0,63.0,677.0,0.0,02,761.0
7900,0,0,5,2,21.0,0,32.0,640.0,0.0,0.0,0.0,02,672.0
7901,0,0,5,0,24.0,0,0.0,0.0,608.0,37.0,0.0,00,645.0
7902,2,0,4,2,35.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7903,2,1,5,2,61.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7904,0,0,5,2,21.0,0,0.0,5.0,0.0,687.0,10.0,02,702.0
7905,0,1,6,0,14.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7906,2,0,3,0,38.0,0,1161.0,0.0,19.0,0.0,0.0,20,1180.0
7907,0,1,6,0,23.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7909,1,0,4,0,66.0,1,0.0,1828.0,1.0,1873.0,45.0,10,3747.0
7910,0,1,6,2,56.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7912,1,0,1,0,49.0,0,0.0,2808.0,1083.0,110.0,1132.0,10,5133.0
7913,1,0,1,0,21.0,0,2.0,4887.0,64.0,4952.0,1734.0,10,11639.0
7914,2,0,3,2,27.0,0,244.0,0.0,492.0,297.0,23.0,22,1056.0
7915,0,0,5,2,23.0,0,0.0,1.0,51.0,1711.0,219.0,02,1982.0
7917,0,0,6,2,49.0,0,188.0,0.0,143.0,1443.0,555.0,02,2329.0
7918,0,0,6,2,38.0,0,0.0,847.0,3.0,34.0,0.0,02,884.0
7919,1,1,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7920,0,1,6,0,47.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7921,1,1,3,2,29.0,1,0.0,0.0,0.0,0.0,0.0,12,0.0
7922,0,1,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
7925,2,0,5,0,35.0,0,319.0,0.0,6331.0,8.0,0.0,20,6658.0
7926,0,0,5,2,28.0,0,0.0,62.0,3.0,667.0,0.0,02,732.0
7927,0,1,6,1,22.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
7929,1,0,2,0,37.0,0,18.0,4754.0,1.0,1254.0,2.0,10,6029.0
7930,2,0,5,2,31.0,0,49.0,322.0,977.0,0.0,0.0,22,1348.0
7931,2,0,3,2,33.0,1,1264.0,1787.0,36.0,473.0,337.0,22,3897.0
7932,1,0,1,2,48.0,0,3784.0,917.0,146.0,1770.0,880.0,12,7497.0
7934,1,1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7935,0,0,5,2,44.0,0,0.0,0.0,2036.0,2.0,1.0,02,2039.0
7936,0,1,6,0,22.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
7937,0,0,5,2,18.0,0,490.0,0.0,54.0,195.0,0.0,02,739.0
7938,2,1,5,2,48.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7939,2,1,5,2,2.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7940,2,0,5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
7941,0,0,6,2,43.0,0,21.0,0.0,863.0,0.0,0.0,02,884.0
7942,0,0,6,1,51.0,0,590.0,28.0,73.0,0.0,82.0,01,773.0
7943,0,0,5,0,48.0,0,0.0,717.0,0.0,0.0,10.0,00,727.0
7946,1,0,0,2,41.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
7948,1,0,2,0,56.0,0,53.0,3033.0,0.0,140.0,6102.0,10,9328.0
7949,1,1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
7950,0,0,6,2,21.0,0,11.0,0.0,0.0,839.0,0.0,02,850.0
7952,0,0,5,0,23.0,0,348.0,210.0,0.0,0.0,1.0,00,559.0
